Buyer_ID,Age,Gender,Annual_Income_USD,City_Type,Daily_Commute_km,Number_of_Cars_Owned,Current_Car_Type,Charging_Stations_Near_Home,Charging_Stations_Near_Work,Home_Charging_Possible,Environmental_Concern_Level,Subsidy_Available,Range_Anxiety_Level,Will_Buy_EV
EV03297,43,Female,88339.0,Urban,38.5,2,SUV,13,19,Yes,4.0,Yes,Low,No
EV03298,64,Female,35410.0,Urban,24.7,1,Sedan,9,15,Yes,1.0,Yes,Low,No
EV03299,29,Male,89299.0,Urban,42.4,1,Sedan,8,19,No,4.0,Yes,Low,No
EV03300,43,Male,76268.0,Rural,5.0,1,Sedan,1,2,Yes,5.0,Yes,Low,No
EV03301,36,Male,99187.0,Rural,5.0,4,SUV,2,1,No,3.0,No,Low,No
EV03302,49,Male,105631.0,Suburban,10.2,3,Hatchback,6,6,Yes,,No,Low,No
EV03303,27,Female,55535.0,Urban,29.9,1,Truck,12,13,No,3.0,Yes,Low,Yes
EV03304,30,Male,94338.0,Suburban,52.7,2,SUV,4,6,Yes,4.0,Yes,Low,No
EV03305,36,Female,115941.0,Urban,32.3,2,Truck,11,6,No,1.0,No,Medium,No
EV03306,66,Male,108126.0,Urban,29.8,1,SUV,6,10,No,4.0,Yes,Low,No
EV03307,68,Female,,Urban,5.0,2,Sedan,6,3,No,3.0,No,Medium,No
EV03308,69,Female,99102.0,Urban,61.9,2,Hatchback,8,18,Yes,3.0,Yes,Low,Yes
EV03309,61,Male,79524.0,Urban,,1,Sedan,10,19,Yes,5.0,Yes,Low,Yes
EV03310,45,Female,90667.0,Urban,71.5,3,Sedan,14,14,Yes,3.0,Yes,Low,No
EV03311,58,Male,123466.0,Urban,37.0,1,Sedan,7,5,No,4.0,Yes,Medium,No
EV03312,29,Female,81304.0,Urban,60.4,1,Sedan,6,13,No,5.0,No,Medium,No
EV03313,40,Male,75573.0,Urban,5.0,2,Sedan,13,7,No,4.0,Yes,Low,No
EV03314,45,Male,53253.0,Urban,13.2,1,Sedan,10,12,Yes,2.0,Yes,Low,No
EV03315,46,Female,74071.0,Suburban,5.0,2,SUV,3,9,Yes,2.0,Yes,Low,No
EV03316,47,Female,94589.0,Urban,44.0,1,Sedan,8,19,Yes,,Yes,Low,No
EV03317,57,Female,121085.0,Urban,25.3,3,SUV,7,15,No,2.0,Yes,Low,No
EV03318,58,Male,63808.0,Urban,83.2,1,Hatchback,11,9,Yes,4.0,No,Low,No
EV03319,43,Male,44133.0,Urban,54.0,3,Sedan,6,9,Yes,5.0,Yes,Low,No
EV03320,64,Male,53658.0,Urban,32.3,2,Hatchback,9,14,No,5.0,Yes,Low,Yes
EV03321,43,Female,85800.0,Rural,86.1,1,Sedan,2,3,Yes,5.0,Yes,Low,No
EV03322,46,Female,87305.0,Suburban,21.7,2,Sedan,2,7,Yes,2.0,Yes,Low,No
EV03323,47,Male,125012.0,Urban,47.0,2,SUV,13,14,No,3.0,Yes,Low,No
EV03324,45,Female,120772.0,Urban,66.8,2,SUV,6,10,No,5.0,No,Medium,No
EV03325,66,Female,101019.0,Urban,36.7,2,Truck,3,12,No,5.0,Yes,Low,Yes
EV03326,35,Male,66172.0,Suburban,48.5,1,Sedan,7,4,Yes,3.0,No,Low,No
EV03327,32,Male,48894.0,Urban,33.0,1,Truck,4,18,Yes,3.0,No,Low,No
EV03328,57,Female,89170.0,Rural,76.3,2,SUV,2,2,Yes,5.0,Yes,Low,Yes
EV03329,50,Male,87848.0,Suburban,7.9,1,Sedan,6,1,Yes,4.0,Yes,Low,No
EV03330,65,Male,70011.0,Rural,22.9,2,Truck,1,0,Yes,4.0,No,Low,Yes
EV03331,34,Female,78402.0,Rural,23.1,2,Truck,2,3,Yes,4.0,Yes,Low,Yes
EV03332,35,Male,65624.0,Suburban,50.5,1,SUV,1,7,No,5.0,No,Medium,No
EV03333,43,Female,30000.0,Urban,44.0,1,Sedan,9,4,No,5.0,Yes,Medium,No
EV03334,66,Male,63750.0,Rural,26.5,1,SUV,0,0,Yes,4.0,Yes,Low,No
EV03335,49,Male,111391.0,Urban,5.0,2,Truck,4,11,Yes,2.0,Yes,Low,No
EV03336,55,Other,99189.0,Suburban,50.7,1,Sedan,3,1,Yes,3.0,Yes,Low,No
EV03337,42,Male,102049.0,Urban,70.5,2,Sedan,2,4,No,3.0,Yes,High,No
EV03338,55,Male,30000.0,Urban,57.0,3,Sedan,6,11,Yes,2.0,Yes,Low,No
EV03339,36,Male,30000.0,Rural,55.3,3,Truck,1,1,Yes,5.0,No,Low,No
EV03340,55,Female,131056.0,Urban,51.3,2,Sedan,10,5,Yes,1.0,No,Low,No
EV03341,52,Female,30000.0,Suburban,90.4,1,Sedan,7,9,Yes,1.0,No,Low,No
EV03342,62,Male,55303.0,Suburban,38.1,2,Hatchback,3,2,Yes,4.0,Yes,Low,No
EV03343,45,Male,81438.0,Urban,6.1,2,Sedan,9,11,No,5.0,Yes,Low,No
EV03344,39,Female,146064.0,Rural,13.1,2,SUV,2,1,Yes,1.0,No,Low,No
EV03345,28,Male,111534.0,Suburban,50.1,3,Truck,7,4,No,5.0,Yes,Low,Yes
EV03346,25,Male,80680.0,Suburban,38.8,4,Truck,0,1,Yes,5.0,No,Low,No
EV03347,63,Female,41501.0,Urban,30.1,2,Truck,12,7,Yes,3.0,Yes,Low,No
EV03348,27,Male,117587.0,Suburban,13.0,2,Truck,6,6,Yes,4.0,Yes,Low,Yes
EV03349,46,Female,64731.0,Urban,62.6,4,Sedan,14,5,No,5.0,Yes,Medium,Yes
EV03350,54,Female,74804.0,Suburban,5.0,1,SUV,5,8,No,5.0,Yes,Low,Yes
EV03351,35,Male,121415.0,Urban,66.6,2,Sedan,5,8,Yes,3.0,No,Low,No
EV03352,33,Female,74776.0,Suburban,36.1,1,SUV,7,6,Yes,1.0,Yes,Low,No
EV03353,64,Male,89189.0,Suburban,46.4,1,Truck,1,5,No,1.0,Yes,Medium,No
EV03354,39,Female,204597.0,Rural,17.4,1,Truck,2,1,Yes,3.0,Yes,Low,Yes
EV03355,59,Female,81966.0,Suburban,38.3,1,SUV,0,9,Yes,4.0,No,Low,No
EV03356,27,Female,118431.0,Suburban,49.1,4,Sedan,3,7,Yes,1.0,Yes,Low,Yes
EV03357,36,Male,112179.0,Urban,30.0,2,SUV,13,15,No,3.0,No,Low,No
EV03358,46,Female,,Urban,14.2,1,Sedan,14,6,Yes,1.0,Yes,Low,No
EV03359,49,Male,93452.0,Urban,28.7,1,Sedan,3,10,Yes,4.0,No,Low,No
EV03360,31,Male,62066.0,Urban,27.5,1,Sedan,12,11,Yes,1.0,Yes,Low,No
EV03361,58,Female,85208.0,Suburban,20.9,2,Sedan,7,3,Yes,4.0,Yes,Low,Yes
EV03362,67,Male,118610.0,Suburban,34.4,2,Sedan,4,7,Yes,4.0,No,Low,No
EV03363,68,Male,75613.0,Rural,11.4,4,Sedan,0,1,Yes,5.0,Yes,Low,Yes
EV03364,55,Female,95730.0,Urban,48.0,2,SUV,7,16,No,5.0,Yes,Medium,Yes
EV03365,26,Female,34716.0,Suburban,83.9,1,Sedan,1,3,Yes,3.0,Yes,Medium,No
EV03366,44,Female,71167.0,Urban,30.3,2,SUV,10,8,Yes,2.0,Yes,Low,Yes
EV03367,43,Male,92031.0,Urban,48.4,3,SUV,10,19,No,5.0,No,Low,No
EV03368,56,Male,97937.0,Urban,47.2,2,SUV,8,13,Yes,4.0,Yes,Low,Yes
EV03369,35,Male,132749.0,Suburban,5.0,1,SUV,7,5,Yes,2.0,No,Low,No
EV03370,59,Male,97011.0,Urban,64.4,2,SUV,5,14,No,4.0,No,Low,No
EV03371,35,Male,122389.0,Suburban,71.8,1,Sedan,1,6,No,1.0,No,Medium,No
EV03372,36,Male,93921.0,Urban,37.1,2,SUV,8,4,Yes,3.0,Yes,Low,No
EV03373,25,Male,62225.0,Urban,35.8,1,SUV,13,8,No,4.0,Yes,Low,No
EV03374,30,Male,129737.0,Urban,40.9,2,Sedan,14,11,Yes,2.0,No,Low,No
EV03375,57,Female,54224.0,Suburban,79.4,2,SUV,7,2,Yes,4.0,No,Low,No
EV03376,69,Male,122344.0,Urban,8.0,2,Hatchback,12,4,No,1.0,No,Low,No
EV03377,49,Male,121786.0,Urban,41.2,2,Sedan,8,12,No,2.0,Yes,Medium,No
EV03378,58,Male,30000.0,Suburban,5.1,1,Sedan,1,6,No,4.0,Yes,Medium,No
EV03379,47,Female,119882.0,Urban,51.1,1,SUV,2,13,No,4.0,Yes,Medium,Yes
EV03380,49,Female,110302.0,Suburban,48.7,1,Hatchback,4,7,Yes,4.0,No,Low,No
EV03381,51,Female,56766.0,Rural,43.4,2,Truck,2,0,Yes,5.0,No,Low,No
EV03382,65,Male,119545.0,Urban,49.4,1,SUV,6,17,Yes,4.0,No,Low,No
EV03383,33,Male,82870.0,Urban,97.9,2,Sedan,13,7,No,3.0,No,Low,No
EV03384,53,Female,160395.0,Suburban,5.0,1,Truck,6,4,Yes,3.0,Yes,Low,Yes
EV03385,31,Male,99424.0,Suburban,41.7,3,Sedan,6,4,No,5.0,Yes,Medium,No
EV03386,27,Other,122934.0,Urban,5.0,3,Truck,11,3,No,5.0,Yes,Low,No
EV03387,50,Female,71019.0,Rural,28.6,2,SUV,2,0,Yes,3.0,Yes,Low,No
EV03388,41,Female,93919.0,Suburban,41.4,1,Sedan,1,1,Yes,2.0,Yes,Low,No
EV03389,49,Male,119449.0,Suburban,6.1,2,SUV,5,4,Yes,1.0,Yes,Low,No
EV03390,28,Female,61405.0,Urban,42.1,1,Sedan,4,3,No,3.0,Yes,Medium,No
EV03391,56,Male,81956.0,Urban,5.0,1,SUV,9,12,Yes,2.0,Yes,Low,No
EV03392,49,Male,40487.0,Suburban,52.6,3,Hatchback,4,7,No,4.0,Yes,Medium,Yes
EV03393,42,Female,40212.0,Suburban,35.0,3,Truck,7,2,No,1.0,Yes,Low,No
EV03394,36,Male,114956.0,Rural,5.0,1,SUV,2,2,Yes,1.0,No,Low,No
EV03395,44,Male,87823.0,Rural,104.6,1,Hatchback,2,2,Yes,3.0,Yes,Low,No
EV03396,63,Other,54198.0,Urban,7.1,1,Truck,14,7,Yes,3.0,No,Low,No
EV03397,54,Male,112484.0,Rural,29.4,2,Sedan,2,1,Yes,2.0,No,Low,No
EV03398,66,Male,77162.0,Rural,14.9,1,SUV,0,0,Yes,3.0,Yes,Low,No
EV03399,67,Female,30000.0,Suburban,5.0,3,Hatchback,2,2,Yes,1.0,No,Low,No
EV03400,46,Male,95299.0,Suburban,76.2,1,Hatchback,4,8,No,5.0,Yes,Medium,Yes
EV03401,62,Female,98147.0,Suburban,62.5,1,Truck,7,8,Yes,1.0,Yes,Low,No
EV03402,38,Female,54001.0,Rural,71.2,2,Sedan,1,3,No,2.0,No,Medium,No
EV03403,51,Male,54721.0,Rural,27.6,3,Sedan,1,2,Yes,5.0,Yes,Low,Yes
EV03404,60,Male,96488.0,Urban,33.8,3,Sedan,9,19,No,3.0,Yes,Low,No
EV03405,45,Female,,Urban,89.0,2,Sedan,5,6,No,3.0,No,Medium,No
EV03406,39,Female,77897.0,Suburban,86.1,3,Truck,4,5,Yes,2.0,No,Low,No
EV03407,48,Female,99512.0,Suburban,72.9,1,Sedan,7,6,Yes,2.0,Yes,Low,No
EV03408,48,Female,82440.0,Suburban,70.5,1,Sedan,6,6,Yes,1.0,Yes,Low,No
EV03409,51,Female,119750.0,Urban,35.7,3,Sedan,10,3,No,1.0,Yes,Low,No
EV03410,64,Male,124712.0,Rural,36.9,1,Sedan,1,0,Yes,5.0,Yes,Low,Yes
EV03411,49,Male,106268.0,Urban,28.0,1,SUV,10,9,Yes,4.0,No,Low,No
EV03412,65,Female,143987.0,Urban,46.6,1,SUV,7,17,No,2.0,Yes,Low,No
EV03413,41,Female,30000.0,Urban,58.6,4,SUV,3,12,No,5.0,No,Medium,No
EV03414,59,Female,92411.0,Suburban,34.6,3,Truck,7,8,Yes,3.0,Yes,Low,No
EV03415,66,Male,117502.0,Rural,88.9,1,Sedan,1,3,Yes,2.0,No,Low,No
EV03416,67,Male,92277.0,Suburban,28.2,2,Truck,4,3,Yes,4.0,Yes,Low,No
EV03417,56,Female,75069.0,Urban,51.1,2,Sedan,10,19,No,4.0,Yes,Low,Yes
EV03418,36,Female,100627.0,Urban,52.4,2,Hatchback,14,13,Yes,3.0,Yes,Low,No
EV03419,29,Male,103587.0,Urban,96.0,2,SUV,2,7,No,2.0,Yes,High,No
EV03420,53,Male,96759.0,Urban,5.0,2,Hatchback,3,6,No,1.0,No,Medium,No
EV03421,29,Male,128123.0,Suburban,5.0,2,SUV,1,8,No,5.0,No,Low,No
EV03422,32,Male,91684.0,Urban,7.0,2,SUV,6,19,Yes,5.0,No,Low,No
EV03423,37,Male,91883.0,Suburban,18.8,3,Sedan,2,7,No,1.0,No,Medium,No
EV03424,68,Female,148255.0,Urban,18.6,1,Sedan,8,12,No,4.0,Yes,Low,Yes
EV03425,33,Male,104558.0,Urban,48.3,1,SUV,6,19,No,3.0,Yes,Low,Yes
EV03426,31,Male,158001.0,Suburban,29.4,1,Sedan,0,3,No,1.0,Yes,Medium,No
EV03427,35,Male,113072.0,Urban,56.1,2,Sedan,2,5,No,3.0,No,Medium,No
EV03428,47,Female,76018.0,Suburban,64.3,1,SUV,4,1,Yes,1.0,No,Low,No
EV03429,62,Male,85517.0,Urban,17.7,2,Sedan,10,16,No,4.0,No,Low,No
EV03430,44,Male,94495.0,Urban,47.3,4,SUV,7,14,Yes,1.0,Yes,Low,No
EV03431,43,Male,54825.0,Suburban,14.4,2,Sedan,3,6,Yes,2.0,No,Low,No
EV03432,30,Female,109783.0,Suburban,83.2,3,Sedan,1,4,No,3.0,No,High,No
EV03433,60,Male,30000.0,Suburban,89.4,2,Truck,4,7,Yes,4.0,Yes,Low,No
EV03434,67,Male,149582.0,Urban,12.5,1,Hatchback,10,5,No,3.0,No,Low,No
EV03435,45,Female,123921.0,Urban,5.0,1,Sedan,14,8,No,1.0,Yes,Low,No
EV03436,28,Male,106219.0,Urban,44.4,3,Sedan,2,19,Yes,2.0,No,Low,No
EV03437,25,Female,93066.0,Urban,68.0,2,Sedan,9,14,Yes,4.0,No,Low,No
EV03438,57,Female,96061.0,Suburban,72.2,2,Sedan,6,9,Yes,5.0,No,Low,No
EV03439,30,Female,96601.0,Suburban,71.3,2,Sedan,6,8,Yes,2.0,Yes,Low,No
EV03440,29,Male,92134.0,Rural,36.2,4,SUV,1,1,Yes,3.0,Yes,Low,No
EV03441,40,Male,109448.0,Rural,51.0,2,Sedan,0,2,Yes,5.0,Yes,Low,No
EV03442,51,Female,105911.0,Suburban,79.7,3,Sedan,6,8,Yes,4.0,Yes,Low,Yes
EV03443,63,Male,92155.0,Rural,29.6,2,SUV,2,2,Yes,4.0,Yes,Low,Yes
EV03444,36,Male,92897.0,Urban,5.0,3,Sedan,11,5,No,1.0,Yes,Low,No
EV03445,57,Female,67245.0,Suburban,26.9,2,SUV,7,9,Yes,3.0,No,Low,No
EV03446,55,Male,78511.0,Suburban,47.0,1,Sedan,3,7,Yes,3.0,Yes,Low,No
EV03447,53,Male,89832.0,Rural,33.8,2,Truck,1,1,Yes,1.0,Yes,Low,No
EV03448,27,Male,72005.0,Suburban,91.6,2,SUV,5,1,No,3.0,No,Medium,No
EV03449,64,Male,139859.0,Urban,60.4,4,Truck,5,3,Yes,1.0,No,Low,No
EV03450,26,Male,117090.0,Suburban,48.3,2,Sedan,7,1,Yes,1.0,Yes,Low,No
EV03451,68,Female,94906.0,Urban,29.8,1,Truck,9,15,No,2.0,Yes,Low,No
EV03452,32,Male,34051.0,Urban,24.5,1,SUV,9,4,Yes,5.0,No,Low,No
EV03453,55,Other,93989.0,Rural,48.8,1,Sedan,0,2,Yes,3.0,No,Low,No
EV03454,41,Male,46515.0,Urban,29.0,2,Hatchback,6,10,No,3.0,No,Medium,No
EV03455,51,Male,90554.0,Urban,,2,SUV,13,11,Yes,5.0,Yes,Low,Yes
EV03456,43,Female,122864.0,Suburban,51.2,1,SUV,1,9,Yes,5.0,No,Low,Yes
EV03457,35,Female,90519.0,Suburban,26.8,2,Sedan,2,5,Yes,1.0,No,Low,No
EV03458,27,Male,,Urban,5.0,2,Sedan,11,7,No,1.0,Yes,Low,No
EV03459,40,Male,84337.0,Urban,52.2,2,SUV,3,12,Yes,3.0,No,Low,No
EV03460,35,Female,156183.0,Urban,41.0,3,Sedan,11,19,No,2.0,Yes,Low,No
EV03461,34,Female,137282.0,Suburban,22.9,1,Truck,4,2,Yes,5.0,No,Low,No
EV03462,69,Female,91548.0,Suburban,32.8,1,Truck,2,8,No,4.0,Yes,Medium,No
EV03463,51,Female,85019.0,Suburban,17.1,2,Hatchback,4,6,Yes,5.0,Yes,Low,Yes
EV03464,33,Male,93678.0,Urban,46.7,2,SUV,14,11,No,2.0,Yes,Low,No
EV03465,58,Male,30000.0,Urban,48.3,1,SUV,4,11,Yes,2.0,No,Low,No
EV03466,54,Male,70386.0,Suburban,66.3,2,Hatchback,7,3,Yes,3.0,Yes,Low,Yes
EV03467,47,Male,55035.0,Urban,5.0,2,SUV,4,17,No,3.0,Yes,Low,No
EV03468,26,Male,88178.0,Rural,76.4,2,Sedan,2,3,Yes,5.0,No,Low,No
EV03469,28,Male,119002.0,Rural,71.1,1,Sedan,1,3,Yes,1.0,No,Low,No
EV03470,26,Female,49568.0,Suburban,33.7,4,SUV,5,6,Yes,5.0,No,Low,No
EV03471,27,Female,69047.0,Suburban,52.1,1,Truck,6,8,No,1.0,Yes,Low,No
EV03472,54,Female,101563.0,Urban,35.3,2,SUV,5,4,Yes,3.0,No,Low,No
EV03473,46,Female,90284.0,Suburban,,1,Sedan,1,3,Yes,5.0,Yes,Low,Yes
EV03474,40,Female,130001.0,Urban,65.4,1,Sedan,13,10,Yes,5.0,Yes,Low,Yes
EV03475,27,Female,73250.0,Urban,32.5,2,Sedan,7,5,No,2.0,No,Low,No
EV03476,56,Female,88627.0,Urban,23.4,2,SUV,4,5,No,3.0,No,High,No
EV03477,68,Male,149088.0,Suburban,23.1,2,SUV,3,4,Yes,3.0,No,Low,No
EV03478,36,Male,107154.0,Urban,35.4,2,SUV,11,17,Yes,1.0,Yes,Low,No
EV03479,28,Male,59275.0,Suburban,46.8,3,SUV,6,9,Yes,4.0,Yes,Low,No
EV03480,58,Other,92355.0,Suburban,59.1,1,Sedan,0,5,Yes,3.0,No,Low,No
EV03481,35,Male,119665.0,Urban,31.8,2,Hatchback,13,15,No,1.0,No,Low,No
EV03482,36,Male,61121.0,Urban,69.4,1,Truck,14,14,No,3.0,Yes,Medium,No
EV03483,49,Female,39976.0,Urban,40.0,2,SUV,8,8,No,,Yes,Medium,No
EV03484,28,Male,78727.0,Urban,67.9,1,SUV,13,13,Yes,5.0,Yes,Low,Yes
EV03485,45,Female,73023.0,Suburban,18.3,2,SUV,7,2,Yes,1.0,Yes,Low,No
EV03486,63,Male,65678.0,Rural,47.0,1,Hatchback,2,3,Yes,4.0,Yes,Low,No
EV03487,26,Male,30000.0,Urban,49.2,1,Sedan,6,13,No,5.0,No,Low,No
EV03488,68,Female,104154.0,Urban,34.4,2,Hatchback,6,16,No,4.0,No,Low,No
EV03489,51,Male,63398.0,Urban,7.3,1,Sedan,4,7,Yes,3.0,Yes,Low,No
EV03490,56,Female,55879.0,Rural,5.0,1,SUV,2,3,Yes,2.0,No,Low,No
EV03491,36,Male,,Suburban,5.0,2,Sedan,6,6,Yes,4.0,No,Low,No
EV03492,66,Male,104075.0,Urban,83.9,2,Sedan,8,5,Yes,5.0,Yes,Low,No
EV03493,25,Female,83533.0,Urban,71.3,1,Sedan,7,15,No,2.0,Yes,Low,No
EV03494,66,Male,53674.0,Suburban,82.7,3,Hatchback,2,5,Yes,1.0,Yes,Low,No
EV03495,67,Female,30000.0,Rural,88.8,1,Sedan,1,3,Yes,1.0,No,Medium,No
EV03496,48,Male,138167.0,Urban,10.0,1,SUV,7,5,No,5.0,No,Medium,No
EV03497,60,Male,90149.0,Urban,7.0,1,SUV,6,14,Yes,2.0,No,Low,No
EV03498,39,Female,82998.0,Suburban,5.0,3,Truck,7,5,No,4.0,No,Low,No
EV03499,34,Male,114667.0,Suburban,59.6,3,Hatchback,2,4,Yes,2.0,Yes,Low,Yes
EV03500,69,Female,102368.0,Urban,17.0,1,Truck,7,17,No,1.0,No,Low,No
EV03501,52,Male,30000.0,Urban,40.1,2,Sedan,11,17,No,3.0,Yes,Low,No
EV03502,26,Other,33647.0,Rural,58.2,2,SUV,2,3,No,5.0,Yes,Low,Yes
EV03503,61,Male,132871.0,Urban,62.1,2,Hatchback,14,15,Yes,1.0,No,Low,No
EV03504,63,Male,48731.0,Urban,5.1,2,Sedan,5,14,Yes,5.0,Yes,Low,Yes
EV03505,49,Female,119765.0,Urban,27.0,2,Sedan,11,4,No,3.0,No,Low,No
EV03506,52,Male,30000.0,Urban,20.9,2,Sedan,10,14,No,1.0,No,Low,No
EV03507,63,Male,70185.0,Urban,50.4,1,Sedan,11,3,No,3.0,No,Medium,No
EV03508,37,Male,133551.0,Rural,46.6,2,SUV,0,0,Yes,1.0,No,Low,No
EV03509,26,Male,110132.0,Rural,32.7,1,SUV,2,3,Yes,1.0,Yes,Low,No
EV03510,38,Male,107706.0,Suburban,72.4,2,Sedan,5,4,Yes,2.0,No,Low,No
EV03511,39,Other,32334.0,Suburban,57.1,1,Sedan,2,7,Yes,3.0,Yes,Low,No
EV03512,31,Male,30000.0,Urban,53.3,4,Hatchback,13,16,Yes,1.0,Yes,Low,No
EV03513,43,Female,139891.0,Suburban,63.4,1,Sedan,5,8,Yes,5.0,No,Low,No
EV03514,42,Male,49005.0,Urban,52.2,2,Hatchback,10,5,Yes,1.0,Yes,Low,No
EV03515,62,Male,131029.0,Suburban,12.1,4,Sedan,0,4,No,5.0,No,Medium,No
EV03516,42,Male,124469.0,Urban,42.0,2,SUV,9,10,No,2.0,No,Low,No
EV03517,34,Male,40299.0,Urban,39.6,4,Hatchback,12,18,No,4.0,Yes,Low,No
EV03518,43,Female,103838.0,Urban,5.0,1,SUV,8,10,No,4.0,Yes,Low,No
EV03519,32,Female,49172.0,Urban,28.5,1,Hatchback,3,14,Yes,1.0,Yes,Low,No
EV03520,57,Male,49828.0,Urban,46.5,2,Sedan,6,16,No,1.0,Yes,Low,No
EV03521,28,Male,97909.0,Urban,28.1,2,SUV,3,12,Yes,1.0,Yes,Low,No
EV03522,34,Male,50003.0,Urban,37.6,1,Truck,3,18,No,1.0,Yes,Low,No
EV03523,32,Female,55918.0,Rural,49.1,1,SUV,2,1,Yes,1.0,Yes,Low,No
EV03524,66,Male,83198.0,Suburban,36.8,2,Sedan,7,3,Yes,1.0,No,Low,No
EV03525,51,Female,127674.0,Suburban,21.8,2,Sedan,0,4,Yes,2.0,No,Low,No
EV03526,66,Male,57898.0,Urban,18.8,2,SUV,14,17,No,3.0,Yes,Low,No
EV03527,64,Female,128992.0,Urban,67.4,1,Truck,7,5,No,4.0,No,Low,No
EV03528,63,Female,107950.0,Suburban,50.3,3,Sedan,4,7,Yes,4.0,No,Low,No
EV03529,53,Male,88807.0,Suburban,29.6,1,Hatchback,2,6,Yes,4.0,Yes,Low,No
EV03530,48,Male,78493.0,Urban,24.2,3,SUV,4,6,No,5.0,Yes,Medium,No
EV03531,65,Female,88877.0,Urban,47.5,1,Sedan,13,6,No,4.0,Yes,Medium,No
EV03532,51,Female,50093.0,Suburban,29.4,1,SUV,3,7,Yes,5.0,Yes,Low,Yes
EV03533,59,Male,127077.0,Urban,66.1,1,SUV,13,16,No,2.0,Yes,Low,No
EV03534,61,Male,59709.0,Urban,47.0,2,Truck,8,10,No,3.0,Yes,Low,No
EV03535,54,Male,50839.0,Rural,5.0,1,Hatchback,2,3,Yes,5.0,Yes,Low,Yes
EV03536,64,Female,106274.0,Urban,52.1,2,SUV,8,14,Yes,3.0,No,Low,No
EV03537,56,Male,119719.0,Rural,5.0,1,Sedan,0,3,Yes,2.0,Yes,Low,No
EV03538,26,Other,49056.0,Urban,5.0,3,Truck,3,14,No,4.0,Yes,Low,No
EV03539,65,Other,58338.0,Suburban,70.0,2,Sedan,2,1,Yes,1.0,Yes,Low,No
EV03540,62,Female,99663.0,Urban,32.0,2,SUV,6,15,No,2.0,Yes,Low,Yes
EV03541,59,Male,96146.0,Rural,27.1,2,SUV,1,1,Yes,4.0,No,Low,No
EV03542,46,Male,68533.0,Urban,66.6,1,SUV,6,12,No,4.0,No,Medium,No
EV03543,52,Female,65766.0,Rural,5.0,2,Hatchback,1,0,Yes,3.0,No,Low,No
EV03544,61,Female,30000.0,Suburban,41.7,2,Sedan,0,5,Yes,3.0,Yes,Low,No
EV03545,25,Male,79116.0,Suburban,23.8,2,Sedan,3,5,Yes,1.0,Yes,Low,No
EV03546,59,Female,103482.0,Rural,44.2,1,Sedan,0,1,Yes,1.0,Yes,Medium,No
EV03547,42,Female,78915.0,Suburban,68.5,3,SUV,5,5,Yes,4.0,Yes,Low,Yes
EV03548,46,Male,152366.0,Rural,33.6,1,Sedan,0,2,Yes,4.0,Yes,Low,Yes
EV03549,27,Female,56935.0,Suburban,14.3,4,Hatchback,5,8,No,2.0,No,Low,No
EV03550,48,Female,111707.0,Suburban,33.0,2,SUV,3,7,Yes,5.0,No,Low,No
EV03551,55,Male,99806.0,Urban,71.0,1,Sedan,12,17,No,1.0,Yes,Low,No
EV03552,66,Female,113882.0,Suburban,7.2,2,Sedan,3,2,Yes,4.0,No,Low,Yes
EV03553,58,Male,66765.0,Suburban,5.0,2,SUV,2,4,No,1.0,Yes,Low,No
EV03554,31,Male,81716.0,Urban,36.8,2,Sedan,3,10,No,3.0,No,Low,No
EV03555,67,Female,144325.0,Urban,50.8,1,SUV,7,18,Yes,1.0,No,Low,No
EV03556,41,Male,115750.0,Urban,92.5,3,SUV,14,6,No,3.0,Yes,Medium,No
EV03557,64,Female,63737.0,Urban,18.0,2,SUV,8,14,No,2.0,Yes,Low,No
EV03558,61,Female,112772.0,Rural,5.0,1,SUV,2,1,Yes,5.0,No,Low,No
EV03559,36,Male,147974.0,Urban,65.3,1,SUV,9,4,No,,Yes,Low,Yes
EV03560,42,Female,127746.0,Urban,30.3,2,SUV,11,3,No,5.0,Yes,Low,Yes
EV03561,47,Male,117786.0,Rural,30.9,3,Hatchback,0,1,Yes,5.0,No,Low,No
EV03562,38,Female,61211.0,Urban,41.2,2,Sedan,3,18,No,3.0,Yes,Low,No
EV03563,54,Male,39948.0,Suburban,45.1,3,Sedan,2,1,Yes,5.0,No,Low,No
EV03564,49,Female,,Suburban,41.8,2,SUV,6,9,Yes,3.0,Yes,Low,No
EV03565,56,Female,46947.0,Urban,26.4,2,Sedan,12,3,No,4.0,Yes,Medium,No
EV03566,59,Male,71040.0,Suburban,18.2,3,SUV,3,8,Yes,3.0,No,Low,No
EV03567,52,Male,30000.0,Suburban,5.0,2,Hatchback,0,1,Yes,1.0,No,Low,No
EV03568,39,Male,59447.0,Urban,28.3,2,SUV,7,18,No,4.0,Yes,Medium,No
EV03569,44,Female,85743.0,Urban,74.7,2,Sedan,9,5,No,1.0,No,Medium,No
EV03570,56,Female,43206.0,Suburban,39.7,3,Sedan,5,8,Yes,1.0,Yes,Low,No
EV03571,30,Male,118899.0,Urban,56.7,3,Sedan,11,11,No,3.0,No,Low,No
EV03572,59,Male,60996.0,Urban,37.3,2,Hatchback,9,6,No,3.0,Yes,Low,Yes
EV03573,45,Male,95477.0,Urban,48.9,1,Truck,14,6,No,4.0,No,Low,No
EV03574,39,Male,86924.0,Urban,69.4,1,Truck,13,13,Yes,5.0,Yes,Low,Yes
